Lat,Lon,Transaction Name,Address,City,Full_Address
43.41656876,-80.43514252,190 Goodrich Drive & Wabanaki Drive,190 Goodrich Drive,Kitchener,190 Goodrich Drive Kitchener
44.011575,-79.462514,200 Industrial Parkway North,200 Industrial Pkwy N,Aurora,200 Industrial Pkwy N Aurora
43.65233231,-79.35601044,Front St E,Front St E,Toronto,Front St E Toronto
43.78571864,-79.41719351,5858 Yonge Street,5858 Yonge Street,North York,5858 Yonge Street North York
49.2714115,-123.1517713,The Monterey,2040 York Ave,Vancouver,2040 York Ave Vancouver
43.20145246,-79.9637022,Garner Rd E,Garner Rd E,Hamilton,Garner Rd E Hamilton
43.9301139,-78.7970462,Trulls Road & Pebblestone Road,Trulls Road,Clarington,Trulls Road Clarington
43.62366867,-79.62637329,4496 Tomken Road,4496 Tomken Road,Mississauga,4496 Tomken Road Mississauga
,,Rodeo Square,Rodeo Square,Surrey,Rodeo Square Surrey
43.7909947,-79.4184938,6080 Yonge Street,6080 Yonge Street,North York,6080 Yonge Street North York
42.990228,-81.292455,Horizon Place,760 Horizon Dr,London,760 Horizon Dr London
44.21838,-79.4447767,23550 Woodbine Ave,23550 Woodbine Ave,Georgina,23550 Woodbine Ave Georgina
45.5270501,-73.5509933,Esplanade Cartier,Parthenais Street,Ville-Marie,Parthenais Street Ville-Marie
42.9317,-81.2075,1020 Adelaide St S,1020 Adelaide St S,London,1020 Adelaide St S London
43.74285752,-79.31523981,75 Curlew Drive,75 Curlew Dr,Toronto,75 Curlew Dr Toronto
44.3441082,-79.6244099,#NAME?,#NAME?,Barrie,#NAME?
43.6634724,-79.7356394,137 Steeles Avenue West,137 Steeles Avenue West,Brampton,137 Steeles Avenue West Brampton
,,4007 108 St,4007 108 St,Edmonton,4007 108 St Edmonton
49.28296661,-123.139183,Bay Tower,1461 Harwood St,Vancouver,1461 Harwood St Vancouver
43.6509625,-79.3979049,222 Spadina Avenue,222 Spadina Avenue,Old Toronto,222 Spadina Avenue Old Toronto
,,2356-2382 Golf Club Road,2356-2382 Golf Club Road,Hamilton,2356-2382 Golf Club Road Hamilton
45.62137222,-73.56984711,9989-10001 Ray-Lawson Boulevard,9989 Ray-Lawson Boulevard,Anjou,9989 Ray-Lawson Boulevard Anjou
49.15379475,-122.9434987,"10064, 10075 & 10104 River Road",10064 River Road,Delta,10064 River Road Delta
43.70421003,-79.59006272,250 Brockport Drive,250 Brockport Drive,Etobicoke,250 Brockport Drive Etobicoke
49.29109192,-123.1387329,The Glenmore,1885 Barclay St,Vancouver,1885 Barclay St Vancouver
43.81104279,-79.52292633,130 Pippin Rd,130 Pippin Rd,Vaughan,130 Pippin Rd Vaughan
45.281749,-72.128679,Magog Shopping Centre,1935 Rue Sherbrooke,Magog,1935 Rue Sherbrooke Magog
48.42459869,-123.3659973,685 Fort St,685 Fort St,Victoria,685 Fort St Victoria
43.18600845,-79.23000336,Elizabeth High Tower,378 Vine St,Saint Catharines,378 Vine St Saint Catharines
45.4207339,-75.6941284,Gillin Building,141 Laurier Avenue West,,141 Laurier Avenue West 
46.3454647,-72.5427615,950 Royale,950 Royale,Trois-Rivières,950 Royale Trois-Rivières
43.74041367,-79.2707901,893 Kennedy Road,893 Kennedy Road,Scarborough,893 Kennedy Road Scarborough
43.65705872,-79.6100235,5255 Satellite Drive,5255 Satellite Drive,,5255 Satellite Drive 
44.05784882,-79.49521351,Woodspring Ave,Woodspring Ave,Newmarket,Woodspring Ave Newmarket
45.4294664,-75.7102048,Four Points by Sheraton Hôtel et Centre de conférences Gatineau-Ottawa,Laurier Street 35,Ville de Gatineau,Laurier Street 35 Ville de Gatineau
42.95957184,-81.20964813,1 Frontenac Rd,1 Frontenac Rd,London,1 Frontenac Rd London
49.29121399,-123.1397934,Windsor,1924 Barclay St,Vancouver,1924 Barclay St Vancouver
43.49940491,-79.63847351,2510 Royal Windsor Drive,2510 Royal Windsor Drive,Mississauga,2510 Royal Windsor Drive Mississauga
43.89746554,-79.54801725,11950 Jane Street,11950 Jane Street,Vaughan,11950 Jane Street Vaughan
45.4812328,-73.7913299,7500 route Transcanadienne,7500 route Transcanadienne,Pointe-Claire,7500 route Transcanadienne Pointe-Claire
45.5322243,-73.4847695,Centre Jacques-Cartier ,1395 de Chambly Road,Vieux-Longueuil,1395 de Chambly Road Vieux-Longueuil
45.4822169,-73.7875772,2285-2350 pl. Transcanadienne,2285-2350 pl. Transcanadienne,Dorval,2285-2350 pl. Transcanadienne Dorval
49.118179,-122.4927183,2883 & 2931 264th Street; 26292 29th Avenue,2883  264th Street,Langley,2883  264th Street Langley
51.07675085,-115.3199444,110 Bow Meadows Cres,110 Bow Meadows Cres,Canmore,110 Bow Meadows Cres Canmore
45.42575073,-76.36791992,Arnprior Shopping Centre,375 Daniel St S,Arnprior,375 Daniel St S Arnprior
43.84029988,-79.70724061,12125 Coleraine Drive,12125 Coleraine Drive,Caledon,12125 Coleraine Drive Caledon
45.73093796,-73.60124207,425 Sicard Street,425 Sicard Street,Mascouche,425 Sicard Street Mascouche
43.61929806,-79.52919615,1377 The Queensway,1377 The Queensway,Etobicoke,1377 The Queensway Etobicoke
40.7380439,-73.7950987,20385 64th Avenue,20385 64th Avenue,,20385 64th Avenue 
49.11940002,-122.6578674,20385 64 Ave,20385 64 Ave,Langley,20385 64 Ave Langley
43.93235016,-78.86988831,1266 Pentland Street,1266 Pentland Street,Oshawa,1266 Pentland Street Oshawa
43.68671036,-79.39926147,111 St Clair Avenue West (Ground Floor Retail & Underground Parking),111 St Clair Avenue West,Old Toronto,111 St Clair Avenue West Old Toronto
49.1747961,-123.1407862,5431-5551 Minoru Boulevard,5431 Minoru Boulevard,Richmond,5431 Minoru Boulevard Richmond
49.192002,-123.0778179,Bridgeport Centre,11938 BRIDGEPORT RD,Richmond,11938 BRIDGEPORT RD Richmond
43.45186321,-79.67171155,265 Reynolds Street,265 Reynolds Street,Oakville,265 Reynolds Street Oakville
43.74809349,-79.46324539,Allen Rd,Allen Rd,Toronto,Allen Rd Toronto
,,400 Bélanger / 480-500 Rousseau,400 Bélanger / 480-500 Rousseau,Québec,400 Bélanger / 480-500 Rousseau Québec
43.6919537,-79.7263605,382 - 396 Clarence Street,382 Clarence Street,Brampton,382 Clarence Street Brampton
45.4652892,-73.8177941,6000 Transcanada Highway,6000 Transcanada Highway,Pointe-Claire,6000 Transcanada Highway Pointe-Claire
43.1951673,-80.2238163,#NAME?,#NAME?,Brant,#NAME?
43.5213149,-79.8940662,150 Steeles Avenue East,150 Steeles Avenue East,Milton,150 Steeles Avenue East Milton
43.6478095,-79.6847278,6660 Kennedy Road,6660 Kennedy Road,Mississauga,6660 Kennedy Road Mississauga
43.6846408,-79.7235399,297 Rutherford Road South,297 Rutherford Road South,Brampton,297 Rutherford Road South Brampton
,,12974 88th Avenue,12974 88th Avenue,Surrey,12974 88th Avenue Surrey
43.5185084,-79.8970326,fmr MSSC,150 Steeles Ave E,Milton,150 Steeles Ave E Milton
43.2591537,-79.8656549,41 Wilson St,41 Wilson St,Hamilton,41 Wilson St Hamilton
45.52212524,-73.67253876,600 de la Cote-Vertu Boulevard West,600 de la Cote-Vertu Boulevard West,Saint-Laurent,600 de la Cote-Vertu Boulevard West Saint-Laurent
43.44666672,-80.51831818,"259, 275 and 335 Gage Avenue",275 Gage Avenue,Kitchener,275 Gage Avenue Kitchener
45.52439499,-73.70995331,11810 Ranger Street ,11810 Ranger Street,Ahuntsic-Cartierville,11810 Ranger Street Ahuntsic-Cartierville
53.54076702,-113.5298899,12021 Jasper Ave,12021 Jasper Ave,Edmonton,12021 Jasper Ave Edmonton
43.7159509,-79.464236,15 Leswyn Road,15 Leswyn Rd,Toronto,15 Leswyn Rd Toronto
49.3227648,-123.0687717,"1540 St. Georges Avenue, 215 & 235 East 16th Street",1540 St. Georges Avenue,North Vancouver,1540 St. Georges Avenue North Vancouver
,,17848 56th Avenue,17848 56th Avenue,Surrey,17848 56th Avenue Surrey
43.5006686,-79.6302773,551 Avonhead Road,551 Avonhead Road,Mississauga,551 Avonhead Road Mississauga
55.1411997,-118.8141901,6702 106 St,6702 106 St,Grande Prairie,6702 106 St Grande Prairie
43.677432,-79.763256,12 Henderson Avenue,12 Henderson Avenue,Brampton,12 Henderson Avenue Brampton
43.70848313,-79.6157918,Goreway Dr,Goreway Dr,Mississauga,Goreway Dr Mississauga
,,New Plex Industrial Center,New Plex Industrial Center,Surrey,New Plex Industrial Center Surrey
49.14293289,-122.8576889,Newplex,7677 132 St,Surrey,7677 132 St Surrey
43.93182755,-78.87286377,140 Nonquon Road,140 Nonquon Road,Oshawa,140 Nonquon Road Oshawa
45.49437714,-73.63076019,4080-4140 Côte-Sainte-Catherine Road ,4080 Côte-Sainte-Catherine Road,Côte-des-Neiges-Notre-Dame-de-Grâce,4080 Côte-Sainte-Catherine Road Côte-des-Neiges-Notre-Dame-de-Grâce
43.02138519,-81.18250275,1000 Clarke Rd,1000 Clarke Rd,London,1000 Clarke Rd London
44.3494129,-78.7547091,363 Kent Street West,363 Kent Street West,Kawartha Lakes,363 Kent Street West Kawartha Lakes
43.6483804,-79.3734927,65 Front Street East,65 Front Street East,Old Toronto,65 Front Street East Old Toronto
43.857591,-79.3835837,2 East Beaver Creek Road,2 East Beaver Creek Road,Richmond Hill,2 East Beaver Creek Road Richmond Hill
42.9225235,-81.24420166,375 Exeter Rd,375 Exeter Rd,London,375 Exeter Rd London
49.2834208,-123.1386496,Riviera,1270 Nicola St,Vancouver,1270 Nicola St Vancouver
43.02042,-81.213652,Huron Heights,1345-1365 Huron St,London,1345-1365 Huron St London
45.4969493,-73.5633679,LOT Montfort Street,Montfort Street,Ville-Marie,Montfort Street Ville-Marie
43.7724602,-79.4185951,68 - 78 Churchill Avenue,68 Churchill Avenue,North York,68 Churchill Avenue North York
49.2663304,-123.1568922,The Aquarius,2280 W 6th Ave,Vancouver,2280 W 6th Ave Vancouver
43.60192551,-79.80281925,16408 Steeles Ave,16408 Steeles Ave,Halton Hills,16408 Steeles Ave Halton Hills
43.60203543,-79.80382074,16408 Steeles Avenue,16408 Steeles Avenue,Halton Hills,16408 Steeles Avenue Halton Hills
42.97158813,-81.212883,96 King Edward Ave,96 King Edward Ave,London,96 King Edward Ave London
43.35749603,-79.8083812,3070 Mainway,3070 Mainway,Burlington,3070 Mainway Burlington
43.8728029,-78.9041327,Champlain Avenue & Stellar Drive,Champlain Avenue,Whitby,Champlain Avenue Whitby
49.2420392,-123.1495345,"809, 829, 849, 869 & 889 West 33rd Avenue",809 West 33rd Avenue,Vancouver,809 West 33rd Avenue Vancouver
43.42955992,-79.71832962,1290 South Service Road West,1290 South Service Road West,Oakville,1290 South Service Road West Oakville
45.38702774,-75.61953735,2220 Walkley Rd,2220 Walkley Rd,Ottawa,2220 Walkley Rd Ottawa
43.49555588,-79.6478653,2481 & 2529 Royal Windsor Drive,2481 Royal Windsor Drive,Oakville,2481 Royal Windsor Drive Oakville
45.38042068,-75.74771118,1619 Carling Avenue,1619 Carling Avenue,Ottawa,1619 Carling Avenue Ottawa
43.59199524,-79.59082031,"2364 Haines Road, 1104 Fewster Drive & 12 Strathearn Avenue",2364 Haines Road,Mississauga,2364 Haines Road Mississauga
43.71511459,-79.68405914,151 East Drive,151 East Dr,Brampton,151 East Dr Brampton
43.7142304,-79.894097,899 Old School Road,899 Old School Road,Caledon,899 Old School Road Caledon
45.25751155,-73.60860324,Saint-Remi Shopping Centre,750 Rue Saint-Paul,Saint-Remi,750 Rue Saint-Paul Saint-Remi
45.26029287,-73.6084191,Saint-Remi Shopping Centre,750 Rue Saint-Paul,Saint-Remi,750 Rue Saint-Paul Saint-Remi
43.62688828,-79.62327576,1104 Fewster Drive,1104 Fewster Dr,Mississauga,1104 Fewster Dr Mississauga
43.57098229,-79.84456567,8141 Hornby Road,8141 Hornby Road,Halton Hills,8141 Hornby Road Halton Hills
49.2595168,-123.1384049,2912 Granville Street,2912 Granville Street,Vancouver,2912 Granville Street Vancouver
51.1824874,-115.5665136,Irwin's Mountain Inn,Irwin's Mountain Inn,Banff,Irwin's Mountain Inn Banff
42.923606,-81.18161,1285 Hubrey Rd,1285 Hubrey Rd,London,1285 Hubrey Rd London
45.4444577,-73.622275,2301 De Cannes-Brûlées Street,2301 De Cannes-Brûlées Street,LaSalle,2301 De Cannes-Brûlées Street LaSalle
43.8580894,-79.3576423,36 Apple Creek Boulevard,36 Apple Creek Boulevard,Markham,36 Apple Creek Boulevard Markham
43.8265275,-79.3478565,20 Esna Park Drive,20 Esna Park Drive,Markham,20 Esna Park Drive Markham
43.6421637,-79.3965967,450 Front Street West,450 Front Street West,Old Toronto,450 Front Street West Old Toronto
43.73104858,-79.69633484,Manasha Packaging Corporation,240 Summerlea Road,Brampton,240 Summerlea Road Brampton
43.66100311,-79.63450623,1905 Shawson Drive,1905 Shawson Dr,Mississauga,1905 Shawson Dr Mississauga
53.5435493,-113.3116097,61 Broadway Blvd,61 Broadway Blvd,Sherwood Park,61 Broadway Blvd Sherwood Park
43.69800783,-80.36878204,Cherry Hill Shopping Centre,800 Tower St S,Centre Wellington,800 Tower St S Centre Wellington
43.6979494,-80.3683963,800 & 840 Tower Street South,800 Tower Street South,Centre Wellington,800 Tower Street South Centre Wellington
50.96552277,-113.9286804,SAIT Point Trotter,10490 72 Ave SE,Calgary,10490 72 Ave SE Calgary
43.46200123,-80.13779938,Brock Road South,Brock Road South,Guelph,Brock Road South Guelph
,,14354 Side Road No. 5,14354 Side Road No. 5,Halton Hills,14354 Side Road No. 5 Halton Hills
43.67475128,-79.39717102,Stanley Wagman & Son Antiques,224 Davenport Rd,Toronto,224 Davenport Rd Toronto
43.73984909,-79.61740112,279 Humberline Dr,279 Humberline Dr,Toronto,279 Humberline Dr Toronto
48.43011475,-123.4046555,980 Wordsley Street,980 Wordsley St,Victoria,980 Wordsley St Victoria
43.65992355,-79.73903656,245 Steeles Avenue West,245 Steeles Avenue West,Brampton,245 Steeles Avenue West Brampton
49.1788477,-123.1166777,9151 Alexandra Road,9151 Alexandra Road,Richmond,9151 Alexandra Road Richmond
43.83291245,-79.06512451,1735 Bayly Street,1735 Bayly Street,Pickering,1735 Bayly Street Pickering
43.23671341,-79.74734497,41 Brockley Drive,41 Brockley Dr,Hamilton,41 Brockley Dr Hamilton
,,350 - 368 Signet Drive & 355 Garyray Drive,350 - 368 Signet Drive & 355 Garyray Drive,North York,350 - 368 Signet Drive & 355 Garyray Drive North York
43.90988692,-78.71043992,100 Clarington Boulevard,100 Clarington Boulevard,Clarington,100 Clarington Boulevard Clarington
44.2187044,-79.4450711,Keswick Marketplace,23620 Woodbine Avenue,Georgina,23620 Woodbine Avenue Georgina
45.4897567,-73.7665207, 1750 autoroute Transcanadienne,1750 autoroute Transcanadienne,Dorval,1750 autoroute Transcanadienne Dorval
43.54746246,-79.87741852,Blue Line Distribution,8175 Lawson Rd,Milton,8175 Lawson Rd Milton
44.37503175,-78.7335022,405 St. David Street,405 St. David Street,Kawartha Lakes,405 St. David Street Kawartha Lakes
43.2606831,-79.8341641,274 Sherman Avenue North,274 Sherman Avenue North,Hamilton,274 Sherman Avenue North Hamilton
43.15477659,-79.78142284,2440 Golf Club Road,2440 Golf Club Road,Hamilton,2440 Golf Club Road Hamilton
43.71222305,-79.61985779,3965 Nashua Drive,3965 Nashua Drive,Mississauga,3965 Nashua Drive Mississauga
43.54617684,-79.87880328,8175 Lawson Road,8175 Lawson Road,Milton,8175 Lawson Road Milton
43.64219284,-79.62266541,1645 Aimco Boulevard,1645 Aimco Boulevard,Mississauga,1645 Aimco Boulevard Mississauga
43.5059964,-79.6793423,2670 Plymouth Dr,2670 Plymouth Dr,Oakville,2670 Plymouth Dr Oakville
43.64376831,-79.41155243,76 Stafford Street,76 Stafford St,Toronto,76 Stafford St Toronto
43.654395,-79.36408,134 Parliament Street,134 Parliament Street,Old Toronto,134 Parliament Street Old Toronto
43.67485046,-79.39680481,148-150 Avenue Rd,150 Avenue Rd,Toronto,150 Avenue Rd Toronto
49.2457293,-122.9746162,2848 & 2864 Norland Avenue,2848 Norland Avenue,Burnaby,2848 Norland Avenue Burnaby
49.2678376,-123.1467191,"1850, 1854, 1856, 1864 & 1866 West 4th Avenue",1850 West 4th Avenue,Vancouver,1850 West 4th Avenue Vancouver
,,1800 Yvette-Brillon Street,1800 Yvette-Brillon Street,Ahuntsic-Cartierville,1800 Yvette-Brillon Street Ahuntsic-Cartierville
43.8034935,-79.16940308,Camargue II,30 Dean Park Rd,Toronto,30 Dean Park Rd Toronto
42.98337173,-81.17044067,Accuride Canada Inc,31 Firestone Blvd,London,31 Firestone Blvd London
43.48559952,-80.54795074,516-532 Sunnydale Place & 204 Bearinger Road,516-532 Sunnydale Place,Waterloo,516-532 Sunnydale Place Waterloo
49.2548752,-122.9370966,3400 Lake City Way & 7832 Enterprise Street,3400 Lake City Way,Burnaby,3400 Lake City Way Burnaby
43.75496902,-79.26544142,1555 Midland Ave,1555 Midland Ave,Toronto,1555 Midland Ave Toronto
45.53436661,-73.54920959,Wong Wing Foods,1875 Rue Bercy,Montreal,1875 Rue Bercy Montreal
46.8297,-71.2786,325 Rue Marais,325 Rue Marais St,Quebec,325 Rue Marais St Quebec
43.70507796,-79.45563542,75 - 77 Tycos Drive,75 - 77 Tycos Drive,North York,75 - 77 Tycos Drive North York
43.93746567,-79.38467407,12116 Woodbine Ave,12116 Woodbine Ave,Whitchurch-Stouffville,12116 Woodbine Ave Whitchurch-Stouffville
43.53431273,-79.91594863,James Snow Parkway North,James Snow Pkwy N,Milton,James Snow Pkwy N Milton
43.5375682,-79.9183701,Escarpment Way,Escarpment Way,Milton,Escarpment Way Milton
46.0232795,-73.1035262,450 Boulevard Poliquin,450 Blvd Poliquin,Sorel-Tracy,450 Blvd Poliquin Sorel-Tracy
43.60516185,-79.52171948,20 Towns Road,20 Towns Road,Etobicoke,20 Towns Road Etobicoke
43.61623907,-79.51907396,249 Evans Avenue,249 Evans Avenue,Etobicoke,249 Evans Avenue Etobicoke
44.1622508,-77.3897372,Hillview Towers,60 Bridge St W,Belleville,60 Bridge St W Belleville
49.1310569,-123.0947923,12340 Horseshoe Way,12340 Horseshoe Way,Richmond,12340 Horseshoe Way Richmond
,,351 - 365 Royal York Road,351 - 365 Royal York Road,Etobicoke,351 - 365 Royal York Road Etobicoke
48.45378876,-123.39328,3185 Tillicum Road,3185 Tillicum Rd,Saanich,3185 Tillicum Rd Saanich
50.9367354,-114.0647368,10325 Bonaventure Dr SE,10325 Bonaventure Dr SE,Calgary,10325 Bonaventure Dr SE Calgary
49.32205963,-124.3242493,155 Moilliet St,155 Moilliet St,Parksville,155 Moilliet St Parksville
45.4643146,-73.7033906,3015 Louis-A-Amos Street,3015 Louis-A-Amos Street,Lachine,3015 Louis-A-Amos Street Lachine
45.63288498,-73.38602448,201 de l'Énergie Road ,201 de l'Énergie Road,Varennes,201 de l'Énergie Road Varennes
50.413009,-104.61819,Landmark Centre,4150 Albert St,Regina,4150 Albert St Regina
43.65425873,-79.65940857,1190 Meyerside Drive,1190 Meyerside Dr,Mississauga,1190 Meyerside Dr Mississauga
43.69445038,-79.71982574,11 Blair Drive,11 Blair Dr,Brampton,11 Blair Dr Brampton
49.1900674,-123.0835034,3351 Sweden Way,3351 Sweden Way,Richmond,3351 Sweden Way Richmond
43.76089859,-79.27070618,355 Attwell Drive,355 Attwell Drive,Etobicoke,355 Attwell Drive Etobicoke
49.2052048,-123.1373533,Rio Vista,1373 W 73rd Ave,Vancouver,1373 W 73rd Ave Vancouver
43.5087582,-79.6757325,2770 Plymouth Drive & 2169 Buckingham Road,2770 Plymouth Drive,Oakville,2770 Plymouth Drive Oakville
43.7991416,-79.19457616,880 Milner Avenue,880 Milner Avenue,Scarborough,880 Milner Avenue Scarborough
43.6985684,-79.2703811,55-61 Milne Avenue & 67 Butterworth Avenue,55 Milne Avenue,Scarborough,55 Milne Avenue Scarborough
43.82453537,-79.4927063,120 Spinnaker Way,120 Spinnaker Way,Vaughan,120 Spinnaker Way Vaughan
,,6868 210th Street,6868 210th Street,Langley,6868 210th Street Langley
45.60870959,-73.61249983,6200-6250 Henri-Bourassa East Boulevard,6200 Henri-Bourassa East Boulevard,Montréal-Nord,6200 Henri-Bourassa East Boulevard Montréal-Nord
43.949824,-78.8664982,Greenhill Avenue,Greenhill Avenue,Oshawa,Greenhill Avenue Oshawa
43.76810455,-79.55990601,4220 Steeles Ave W,4220 Steeles Ave W,Vaughan,4220 Steeles Ave W Vaughan
44.3262243,-79.69521451,42 Norris Drive,42 Norris Dr,Barrie,42 Norris Dr Barrie
45.6114533,-73.8548139,Plastibec,1825 Lionel-Bertrand Boulevard,Boisbriand,1825 Lionel-Bertrand Boulevard Boisbriand
51.1668315,-113.9621033,106 Redstone Street NE,106 Redstone Street NE,Calgary,106 Redstone Street NE Calgary
45.35352707,-75.64813995,2440 Bank St,2440 Bank St,Ottawa,2440 Bank St Ottawa
43.6877046,-79.4203325,1592 Bathurst Street,1592 Bathurst Street,York,1592 Bathurst Street York
49.2815125,-123.0824063,680 Raymur Avenue,680 Raymur Avenue,Vancouver,680 Raymur Avenue Vancouver
49.20636749,-123.1373062,Arbutus Court,8740 Cartier St,Vancouver,8740 Cartier St Vancouver
49.20601273,-123.1373062,Dennison Court ,8790 Cartier St,Vancouver,8790 Cartier St Vancouver
53.35314621,-113.5291486,502 25 Avenue,502 25 Ave,Leduc,502 25 Ave Leduc
43.85922623,-79.38298035,25 Mural St,25 Mural St,Richmond Hill,25 Mural St Richmond Hill
48.41583252,-123.3577576,1030 Pendergrast Street,1030 Pendergast St,Victoria,1030 Pendergast St Victoria
48.4153862,-123.3577805,1035 Pendergast Street,1035 Pendergast St,Victoria,1035 Pendergast St Victoria
50.47766113,-104.5703201,Kohl & Frisch Ltd,1110 Pettigrew Ave,Regina,1110 Pettigrew Ave Regina
43.6910337,-79.4741801,1860 - 1868 Keele Street,1860 Keele Street,York,1860 Keele Street York
43.38962173,-79.78238678,1309 Appleby Line,1309 Appleby Line,Burlington,1309 Appleby Line Burlington
45.49671936,-73.76065063,Kore Outdoor Inc,6000 Rue Kieran,Montreal,6000 Rue Kieran Montreal
,,1425 des Cyprès,1425 des Cyprès,Trois-Rivières,1425 des Cyprès Trois-Rivières
44.56533051,-80.94004059,Central Place Retirement Home  ,855 3rd Ave E,Owen Sound,855 3rd Ave E Owen Sound
43.643826,-79.3968131,432 Wellington Street West,432 Wellington Street West,Old Toronto,432 Wellington Street West Old Toronto
49.96973038,-125.2131348,2338 South Island Highway,2338 S Island Hwy,Campbell River,2338 S Island Hwy Campbell River
44.2523596,-76.5366468,Ambassador Hotel & Conference Centre,1550 Princess St,Kingston,1550 Princess St Kingston
42.90518543,-78.95012831,948 Garrison Road,948 Garrison Road,Fort Erie,948 Garrison Road Fort Erie
44.01108452,-77.15278625,Millenium Trail,Millenium Trl,Prince Edward County,Millenium Trl Prince Edward County
45.42050934,-75.69497681,The Metcalfe,123 Metcalfe Street,Ottawa,123 Metcalfe Street Ottawa
,,Lot vacant 4519893,Lot vacant 4519893,Québec,Lot vacant 4519893 Québec
43.68688965,-79.39389801,1406 Yonge Street,1406 Yonge Street,Old Toronto,1406 Yonge Street Old Toronto
43.66132586,-79.66826487,6999 Ordan Drive,6999 Ordan Drive,Mississauga,6999 Ordan Drive Mississauga
43.8851147,-79.4434138,55 Trayborn Drive,55 Trayborn Drive,Richmond Hill,55 Trayborn Drive Richmond Hill
43.9062066,-78.8669889,Simcoe Estates,333 Simcoe St N,Oshawa,333 Simcoe St N Oshawa
49.03136125,-122.2726764,1585 Riverside Road,1585 Riverside Road,Abbotsford,1585 Riverside Road Abbotsford
45.49657059,-73.73526764,2350 Cohen Street,2350 Cohen Street,Saint-Laurent,2350 Cohen Street Saint-Laurent
45.5715839,-73.7210256,2000  Chomedey Boulevard,2000  Chomedey Boulevard,Laval,2000  Chomedey Boulevard Laval
43.64832687,-79.41082001,68 Claremont St,68 Claremont St,Toronto,68 Claremont St Toronto
49.1012133,-122.6883863,18998 54 AVE,18998 54 AVE,Surrey,18998 54 AVE Surrey
49.1930934,-122.8547021,13256 105 AVE,13256 105 AVE,Surrey,13256 105 AVE Surrey
50.98535538,-113.953598,Fortress Studio,5616 76 Ave SE,Calgary,5616 76 Ave SE Calgary
49.26046725,-123.1353549,Le Garrie Court,1366 West 12th Avenue,Vancouver,1366 West 12th Avenue Vancouver
,,"2355, 2365, 2369 & 2383 153rd Street, 15262 & 15268 24th Avenue, 2350, 2360 & 2372 152A Street ","2355, 2365, 2369 & 2383 153rd Street, 15262 & 15268 24th Avenue, 2350, 2360 & 2372 152A Street ",Surrey,"2355, 2365, 2369 & 2383 153rd Street, 15262 & 15268 24th Avenue, 2350, 2360 & 2372 152A Street  Surrey"
43.3941633,-79.7115267,Harbourview Plaza,77 Bronte Road,Oakville,77 Bronte Road Oakville
,,4300 boul. Robert-Bourassa,4300 boul. Robert-Bourassa,Laval,4300 boul. Robert-Bourassa Laval
45.077841,-83.718157,775 1st Avenue ,775 1st Avenue,Lachine,775 1st Avenue Lachine
45.47877502,-73.6940155,4105-4355 Hickmore Street,4105 Hickmore Street,Saint-Laurent,4105 Hickmore Street Saint-Laurent
43.44536591,-80.50939178,"318, 332  and 352 Patricia Avenue",318 Patricia Avenue,Kitchener,318 Patricia Avenue Kitchener
43.65391159,-79.73232269,Southbrook Retirement Community,400 Ray Lawson Blvd,Brampton,400 Ray Lawson Blvd Brampton
43.64781952,-79.4023056,Shoppers Drug Mart,524 Queen St W,Toronto,524 Queen St W Toronto
44.34889967,-79.66906819,111 Ellis Drive,111 Ellis Drive,Barrie,111 Ellis Drive Barrie
44.3486824,-79.66687775,111 Ellis Dr,111 Ellis Dr,Barrie,111 Ellis Dr Barrie
43.68413162,-79.77043152,53 McMurchy Avenue North,53 McMurchy Ave N,Brampton,53 McMurchy Ave N Brampton
43.64163697,-79.42128557,41 Dovercourt Rd,41 Dovercourt Rd,Toronto,41 Dovercourt Rd Toronto
43.5444603,-79.82209778,11801 Derry Rd,11801 Derry Rd,Milton,11801 Derry Rd Milton
43.9048371,-80.1155506,120 C Line,120 C Line,Orangeville,120 C Line Orangeville
45.3990753,-75.6108445,2615 Lancaster Road,2615 Lancaster Road,Ottawa,2615 Lancaster Road Ottawa
53.51672503,-113.5001431,8019 105 St NW,8019 105 St NW,Edmonton,8019 105 St NW Edmonton
49.2502395,-123.0987813,2459 E 23RD,2459 E 23RD,Vancouver,2459 E 23RD Vancouver
43.4059186,-80.45574,120 Bullock Street,120 Bullock Street,Kitchener,120 Bullock Street Kitchener
43.37936862,-79.76569149,5109 Harvester Road,5109 Harvester Road,Burlington,5109 Harvester Road Burlington
43.73594666,-79.26878357,831 Kennedy Road,831 Kennedy Rd,Toronto,831 Kennedy Rd Toronto
43.0922578,-79.0777607,5871 Ellen Avenue & 5257 Ferry Street,5871 Ellen Avenue,Niagara Falls,5871 Ellen Avenue Niagara Falls
43.0897204,-79.0808468,Travelodge Hotel Niagara Falls by the Falls,5257 Ferry St,Niagara Falls,5257 Ferry St Niagara Falls
43.90260315,-78.83985138,Cedarcroft Place Retirement Community ,649 King Street East,Oshawa,649 King Street East Oshawa
53.5420279,-113.5143755,Stantec Centre,10130-10160 112th St,Edmonton,10130-10160 112th St Edmonton
43.68825531,-79.41283417,404 Spadina Road,404 Spadina Road,Old Toronto,404 Spadina Road Old Toronto
43.7666199,-79.78783,Mayfield Road,Mayfield Road,Brampton,Mayfield Road Brampton
43.6492338,-79.3957837,364 Queen Street West,364 Queen St W,Toronto,364 Queen St W Toronto
43.83334295,-79.70934486,Mayfield Rd,Mayfield Rd,Caledon,Mayfield Rd Caledon
